topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category,user_self
college_mathematics,D,D,D,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/60"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,B,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""29/52"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/60"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,D,D,C,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""29/52"",""26/54"",""3/7""],""college_mathematics"":[""22/50"",""32/60"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}",True
college_mathematics,D,C,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""29/52"",""26/54"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}",False
elementary_mathematics,A,C,B,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/54"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":true}",True
high_school_mathematics,B,D,B,D,True,False,False,,,False,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,D,A,A,A,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,D,D,D,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""33/62"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,C,A,C,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""27/56"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,D,D,D,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""8/11""],""high_school_mathematics"":[""29/52"",""27/56"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",True
elementary_mathematics,B,A,B,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/58"",""8/11""],""high_school_mathematics"":[""29/52"",""27/56"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,D,C,D,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/58"",""8/11""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""8/11""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,B,A,A,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",True
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""35/64"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,B,A,B,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/58"",""3/7""],""college_mathematics"":[""22/50"",""35/64"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,C,A,C,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/58"",""3/7""],""college_mathematics"":[""22/50"",""35/65"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,B,B,B,B,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/58"",""3/7""],""college_mathematics"":[""22/50"",""35/65"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",True
high_school_mathematics,A,A,A,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/59"",""3/7""],""college_mathematics"":[""22/50"",""35/65"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,B,D,B,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/60"",""3/7""],""college_mathematics"":[""22/50"",""35/65"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,C,C,C,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""35/65"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,C,B,C,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""35/66"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,C,C,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""36/67"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,B,C,B,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""10/13""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""36/68"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""10/13""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""36/68"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
elementary_mathematics,C,C,C,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""36/68"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",True
college_mathematics,C,D,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""29/52"",""28/61"",""3/7""],""college_mathematics"":[""22/50"",""36/69"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,B,A,B,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""29/52"",""28/62"",""3/7""],""college_mathematics"":[""22/50"",""36/69"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
college_mathematics,C,D,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""29/52"",""28/62"",""3/7""],""college_mathematics"":[""22/50"",""36/70"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,C,A,C,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""29/52"",""28/63"",""3/7""],""college_mathematics"":[""22/50"",""36/70"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,A,C,A,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""29/52"",""28/64"",""3/7""],""college_mathematics"":[""22/50"",""36/70"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,B,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""30/53"",""28/64"",""3/7""],""college_mathematics"":[""22/50"",""36/70"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,D,D,D,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""39/60"",""11/14""],""high_school_mathematics"":[""30/53"",""29/65"",""3/7""],""college_mathematics"":[""22/50"",""36/70"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}",False
high_school_mathematics,B,C,D,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":true}",True
high_school_mathematics,C,B,B,B,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false}",False
elementary_mathematics,B,D,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true}",True
high_school_mathematics,B,C,C,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""28/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true}",False
high_school_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""28/52"",""23/51"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true}",False
high_school_mathematics,C,C,C,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""28/52"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true}",False
elementary_mathematics,D,C,C,C,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""4/6""],""high_school_mathematics"":[""28/52"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false}",False
elementary_mathematics,C,C,C,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""5/7""],""high_school_mathematics"":[""28/52"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false}",True
elementary_mathematics,B,B,B,B,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""6/8""],""high_school_mathematics"":[""28/52"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false}",True
high_school_mathematics,C,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""6/8""],""high_school_mathematics"":[""29/53"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false}",False
college_mathematics,A,B,A,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""6/8""],""high_school_mathematics"":[""29/53"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""6/8""],""high_school_mathematics"":[""30/54"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,C,B,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""6/8""],""high_school_mathematics"":[""30/54"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/52"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,D,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""6/8""],""high_school_mathematics"":[""30/54"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/53"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,A,B,B,B,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""7/9""],""high_school_mathematics"":[""30/54"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/53"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,B,A,A,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""7/9""],""high_school_mathematics"":[""31/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/53"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,C,C,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""8/10""],""high_school_mathematics"":[""31/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""26/53"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""8/10""],""high_school_mathematics"":[""31/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""27/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,C,C,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""8/10""],""high_school_mathematics"":[""31/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""27/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,D,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""8/10""],""high_school_mathematics"":[""31/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""27/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,D,D,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""8/10""],""high_school_mathematics"":[""31/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,A,A,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""8/10""],""high_school_mathematics"":[""31/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""29/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,A,A,A,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""9/11""],""high_school_mathematics"":[""31/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""29/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,A,A,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""9/11""],""high_school_mathematics"":[""31/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""9/11""],""high_school_mathematics"":[""32/57"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""10/12""],""high_school_mathematics"":[""32/57"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""11/13""],""high_school_mathematics"":[""32/57"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/14""],""high_school_mathematics"":[""32/57"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,C,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""13/15""],""high_school_mathematics"":[""32/57"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,B,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""13/15""],""high_school_mathematics"":[""33/58"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,D,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""13/15""],""high_school_mathematics"":[""33/58"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""14/16""],""high_school_mathematics"":[""33/58"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""15/17""],""high_school_mathematics"":[""33/58"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""30/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,A,C,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""15/17""],""high_school_mathematics"":[""33/58"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/59"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""15/17""],""high_school_mathematics"":[""34/59"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/59"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,A,A,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""15/17""],""high_school_mathematics"":[""35/60"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/59"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,C,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""16/18""],""high_school_mathematics"":[""35/60"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/59"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,C,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/19""],""high_school_mathematics"":[""35/60"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/59"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,C,D,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/19""],""high_school_mathematics"":[""35/60"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/60"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,C,B,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/19""],""high_school_mathematics"":[""35/60"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,A,A,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/19""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,D,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",True
college_mathematics,C,D,D,D,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""23/51"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",False
college_mathematics,B,D,D,D,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""24/52"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",False
college_mathematics,A,C,C,D,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""24/53"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",False
