topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,B,C,A,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,A,B,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,B,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,A,A,B,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,B,B,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,A,A,True,False,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,B,B,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""5/9""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,A,C,D,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,D,D,A,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,B,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,C,C,B,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,B,C,C,True,False,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,C,A,C,A,True,False,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,A,B,A,B,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,D,B,D,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,B,B,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,A,B,A,B,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,C,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,A,B,True,False,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,D,B,D,C,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,A,A,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,C,C,C,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,B,C,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,B,A,A,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""3/7""]}"
high_school_mathematics,A,D,D,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""3/7""]}"
college_mathematics,D,A,A,A,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""4/8""]}"
high_school_mathematics,C,D,B,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""4/8""]}"
college_mathematics,B,C,A,A,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/9""]}"
college_mathematics,D,C,B,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
college_mathematics,C,C,C,C,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/12""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,A,A,B,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/13""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,B,B,B,B,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/13""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,B,B,B,B,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/13""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,C,C,C,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""9/14""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
high_school_mathematics,D,A,A,A,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""9/14""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
college_mathematics,B,D,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""9/14""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
high_school_mathematics,C,B,B,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""9/14""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,B,C,C,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
college_mathematics,B,B,B,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,B,D,D,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
college_mathematics,C,D,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
college_mathematics,B,B,B,B,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
high_school_mathematics,D,D,D,D,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/11""],""college_mathematics"":[0.435,0.51,""5/10""]}"
high_school_mathematics,C,A,D,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/12""],""college_mathematics"":[0.435,0.51,""5/10""]}"
college_mathematics,D,B,D,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""5/12""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,D,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/16""],""high_school_mathematics"":[0.545,0.44,""5/12""],""college_mathematics"":[0.435,0.51,""5/10""]}"
elementary_mathematics,B,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,B,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,C,B,A,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,C,D,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,B,B,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,A,A,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,D,D,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""6/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""6/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,C,B,D,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""6/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,D,B,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,D,B,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,D,D,D,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""9/11""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,C,C,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""9/11""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""10/12""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,A,D,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/12""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/12""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,D,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/12""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,B,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""10/13""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,B,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/13""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,C,C,C,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/13""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,D,B,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/13""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,A,A,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/14""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,C,A,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,B,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,D,C,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,D,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,D,D,D,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,B,C,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,B,A,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""11/15""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,A,A,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""12/16""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""12/16""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,C,C,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,C,A,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,B,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,C,A,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,D,D,D,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,C,C,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,C,A,C,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,C,B,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,C,B,C,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,D,C,D,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,C,B,B,B,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,D,B,B,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,B,A,B,A,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,C,C,B,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/17""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
elementary_mathematics,D,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""14/18""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
elementary_mathematics,B,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""15/19""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,C,D,D,B,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""15/19""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
elementary_mathematics,B,B,B,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""16/20""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
elementary_mathematics,C,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""17/21""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
college_mathematics,A,A,A,A,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,D,D,D,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2/7""]}"
high_school_mathematics,C,A,C,B,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""4 / 5""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,D,D,C,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,A,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,A,A,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,C,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,C,D,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
